Scheme Name	Net Asset Value
Axis CRISIL-IBX AAA Bond NBFC-HFC - Jun 2027 Index Fund - Regular Plan - IDCW option	10.7363
Axis CRISIL-IBX Financial Services 3-6 Months Debt Index Fund - Direct Plan - Growth option	10.0525
Axis CRISIL-IBX Financial Services 3-6 Months Debt Index Fund - Direct Plan - IDCW option	10.0525
Axis CRISIL-IBX Financial Services 3-6 Months Debt Index Fund - Regular Plan - Growth option	10.0512
Axis CRISIL-IBX Financial Services 3-6 Months Debt Index Fund - Regular Plan - IDCW option	10.0512
Axis Nifty 100 Index Fund - Direct Plan - Growth Option	23.5031
Axis Nifty 100 Index Fund - Direct Plan - IDCW	23.5366
Axis Nifty 100 Index Fund - Regular Plan - Growth Option	22.4374
Axis Nifty 100 Index Fund - Regular Plan - IDCW	22.4388
Axis Nifty 50 Index Fund - Direct Plan - Growth	15.5523
Axis Nifty 50 Index Fund - Direct Plan - IDCW	15.5523
Axis Nifty 50 Index Fund - Regular Plan - Growth Option	15.3798
Axis Nifty 50 Index Fund - Regular Plan - IDCW	15.3798
Axis Nifty 500 Index Fund - Direct Plan - Growth Option	10.3575
Axis Nifty 500 Index Fund - Regular Plan - Growth Option	10.2383
Axis Nifty Bank Index Fund - Direct Plan - Growth Option	11.8895
Axis Nifty Bank Index Fund - Direct Plan - IDCW Option	11.8895
Axis Nifty Bank Index Fund - Regular Plan - Growth Option	11.7455
Axis Nifty Bank Index Fund - Regular Plan - IDCW Option	11.7455
Axis Nifty IT Index Fund - Direct Plan - Growth	12.4645
Axis Nifty IT Index Fund - Direct Plan - IDCW	12.4645
Axis Nifty IT Index Fund - Regular Plan - Growth	12.2730
Axis Nifty IT Index Fund - Regular Plan - IDCW	12.2730
Axis Nifty Midcap 50 Index Fund - Direct Plan - Growth Option	20.3121
Axis Nifty Midcap 50 Index Fund - Direct Plan - IDCW Option	20.3114
Axis Nifty Midcap 50 Index Fund - Regular Plan - Growth Option	19.7824
Axis Nifty Midcap 50 Index Fund - Regular Plan - IDCW Option	19.7824
Axis Nifty Next 50 Index Fund - Direct Plan - Growth	17.1164
Axis Nifty Next 50 Index Fund - Direct Plan - IDCW	17.1161
Axis Nifty Next 50 Index Fund - Regular Plan - Growth	16.7029
Axis Nifty Next 50 Index Fund - Regular Plan - IDCW	16.7029
Axis Nifty SDL September 2026 Debt Index Fund - Direct Plan - Growth	12.4167
Axis Nifty SDL September 2026 Debt Index Fund - Direct Plan - IDCW	12.4169
Axis Nifty SDL September 2026 Debt Index Fund - Regular Plan -  IDCW	12.3705
Axis Nifty SDL September 2026 Debt Index Fund - Regular Plan - Growth	12.3706
Axis Nifty Smallcap 50 Index Fund - Direct Plan - Growth Option	18.6785
Axis Nifty Smallcap 50 Index Fund - Direct Plan - IDCW	18.6785
Axis Nifty Smallcap 50 Index Fund - Regular Plan - Growth Option	18.1889
Axis Nifty Smallcap 50 Index Fund - Regular Plan - IDCW	18.1890
Axis Nifty500 Momentum 50 Index Fund - Direct Plan - Growth Option	11.0968
Axis Nifty500 Momentum 50 Index Fund - Regular Plan - Growth Option	11.0283
Axis Nifty500 Quality 50 Index Fund - Direct Plan - Growth Option	10.0429
Axis Nifty500 Quality 50 Index Fund - Regular Plan - Growth Option	10.0318
Axis Nifty500 Value 50 Index Fund - Direct Plan - Growth Option	10.4331
Axis Nifty500 Value 50 Index Fund - Regular Plan - Growth Option	10.3416
Bajaj Finserv Nifty 50 Index Fund - Direct - Growth	10.5631
Bajaj Finserv Nifty 50 Index Fund - Direct - IDCW	10.5631
Bajaj Finserv Nifty 50 Index Fund - Regular - Growth	10.5319
Bajaj Finserv Nifty 50 Index Fund - Regular - IDCW	10.5319
Bajaj Finserv Nifty Next 50 Index Fund - Direct - Growth	11.1133
Bajaj Finserv Nifty Next 50 Index Fund - Direct - IDCW	11.1133
Bajaj Finserv Nifty Next 50 Index Fund - Regular - Growth	11.0799
Bajaj Finserv Nifty Next 50 Index Fund - Regular - IDCW	11.0799
Bandhan BSE Healthcare Index Fund Direct Plan - Growth	10.3497
Bandhan BSE Healthcare Index Fund Regular Plan - Growth	10.2561
Bandhan BSE India Sector Leaders Index Fund - Direct Plan - Growth	10.0923
Bandhan BSE India Sector Leaders Index Fund - Regular Plan - Growth	10.0857
BANDHAN CRISIL IBX 90:10 SDL PLUS GILT APRIL 2032 INDEX FUND - DIRECT GROWTH	12.6642
BANDHAN CRISIL IBX 90:10 SDL PLUS GILT APRIL 2032 INDEX FUND - DIRECT IDCW	10.6882
BANDHAN CRISIL IBX 90:10 SDL PLUS GILT APRIL 2032 INDEX FUND - REGULAR GROWTH	12.6014
BANDHAN CRISIL IBX 90:10 SDL PLUS GILT APRIL 2032 INDEX FUND - REGULAR IDCW	10.6289
BANDHAN CRISIL IBX 90:10 SDL PLUS GILT - NOV 2026 INDEX FUND - DIRECT GROWTH	12.4498
BANDHAN CRISIL IBX 90:10 SDL PLUS GILT - NOV 2026 INDEX FUND - DIRECT IDCW	10.3997
BANDHAN CRISIL IBX 90:10 SDL PLUS GILT - NOV 2026 INDEX FUND - REGULAR GROWTH	12.3583
BANDHAN CRISIL IBX 90:10 SDL PLUS GILT - NOV 2026 INDEX FUND - REGULAR IDCW	10.2670
BANDHAN CRISIL IBX 90:10 SDL PLUS GILT - SEP27 INDEX FUND - DIRECT GROWTH	12.5320
BANDHAN CRISIL IBX 90:10 SDL PLUS GILT SEP27 INDEX FUND - DIRECT IDCW	10.3376
BANDHAN CRISIL IBX 90:10 SDL PLUS GILT SEP27 INDEX FUND - REGULAR GROWTH	12.4409
BANDHAN CRISIL IBX 90:10 SDL PLUS GILT SEP27 INDEX FUND - REGULAR IDCW	10.3346
BANDHAN CRISIL IBX GILT APRIL 2026 INDEX FUND - DIRECT PLAN - GROWTH	12.4233
BANDHAN CRISIL IBX GILT APRIL 2026 INDEX FUND - DIRECT PLAN - IDCW	10.4302
BANDHAN CRISIL IBX GILT APRIL 2026 INDEX FUND - REGULAR PLAN - GROWTH	12.3297
BANDHAN CRISIL IBX GILT APRIL 2026 INDEX FUND - REGULAR PLAN - IDCW	10.3430
BANDHAN CRISIL IBX Gilt April 2028 Index Fund Direct Plan-Growth	13.3794
BANDHAN CRISIL IBX Gilt April 2028 Index Fund Direct Plan-IDCW	10.2246
BANDHAN CRISIL IBX Gilt April 2028 Index Fund Regular Plan-Growth	13.2267
BANDHAN CRISIL IBX Gilt April 2028 Index Fund Regular Plan-IDCW	10.2295
BANDHAN CRISIL IBX GILT APRIL 2032 INDEX FUND - DIRECT GROWTH	12.6114
BANDHAN CRISIL IBX GILT APRIL 2032 INDEX FUND - DIRECT IDCW	10.9694
BANDHAN CRISIL IBX GILT APRIL 2032 INDEX FUND - REGULAR GROWTH	12.5262
BANDHAN CRISIL IBX GILT APRIL 2032 INDEX FUND - REGULAR IDCW	10.8071
BANDHAN CRISIL IBX Gilt June 2027 Index Fund Direct Plan-Growth	13.2938
BANDHAN CRISIL IBX Gilt June 2027 Index Fund Direct Plan-IDCW	10.2071
BANDHAN CRISIL IBX Gilt June 2027 Index Fund Regular Plan-Growth	13.1421
BANDHAN CRISIL IBX Gilt June 2027 Index Fund Regular Plan-IDCW	10.2040
Bandhan CRISIL-IBX 10:90 Gilt Plus SDL Index - Dec 2029 Fund-Direct Plan-Growth	10.5769
Bandhan CRISIL-IBX 10:90 Gilt Plus SDL Index - Dec 2029 Fund-Direct Plan-IDCW	10.5769
Bandhan CRISIL-IBX 10:90 Gilt Plus SDL Index - Dec 2029 Fund-Regular Plan-Growth	10.5594
Bandhan CRISIL-IBX 10:90 Gilt Plus SDL Index - Dec 2029 Fund-Regular Plan-IDCW	10.5594
Bandhan CRISIL-IBX Financial Services 3-6 Months Debt Index Fund - Direct Plan - Growth	10.4579
Bandhan CRISIL-IBX Financial Services 3-6 Months Debt Index Fund - Regular Plan - Growth	10.4346
BANDHAN NIFTY 100 INDEX FUND - DIRECT PLAN - GROWTH	15.7334
BANDHAN NIFTY 100 INDEX FUND - DIRECT PLAN - IDCW	15.7303
BANDHAN NIFTY 100 INDEX FUND - REGULAR PLAN - GROWTH	15.4520
BANDHAN NIFTY 100 INDEX FUND - REGULAR PLAN - IDCW	15.4544
Bandhan Nifty 200 Quality 30 Index Fund - Direct Plan - Growth	9.9590
Bandhan Nifty 200 Quality 30 Index Fund - Regular Plan - Growth	9.9017
BANDHAN Nifty 50 Index Fund - Regular Plan - Growth	55.5539
BANDHAN Nifty 50 Index Fund - Regular Plan - IDCW	50.4218
BANDHAN Nifty 50 Index Fund-Direct Plan-Growth	57.2762
BANDHAN Nifty 50 Index Fund-Direct Plan-IDCW	52.0578
Bandhan Nifty 500 Momentum 50 Index Fund Direct Plan-Growth	9.0079
Bandhan Nifty 500 Momentum 50 Index Fund Regular Plan-Growth	8.9503
Bandhan Nifty 500 Value 50 Index Fund Direct Plan - Growth	10.3563
Bandhan Nifty 500 Value 50 Index Fund Regular Plan - Growth	10.2900
Bandhan Nifty Alpha 50 Index Fund - Direct Plan - Growth	13.4210
Bandhan Nifty Alpha 50 Index Fund - Direct Plan - IDCW	13.4144
Bandhan Nifty Alpha 50 Index Fund - Regular Plan - Growth	13.2445
Bandhan Nifty Alpha 50 Index Fund - Regular Plan - IDCW	13.2443
Bandhan Nifty Alpha Low Volatility 30 Index Fund - Direct Plan - Growth	10.3506
Bandhan Nifty Alpha Low Volatility 30 Index Fund - Regular Plan - Growth	10.2923
Bandhan Nifty Bank Index Fund - Direct Plan - Growth	11.3138
Bandhan Nifty Bank Index Fund - Regular Plan - Growth	11.2092
Bandhan Nifty IT Index Fund - Direct Plan - Growth	12.0947
Bandhan Nifty IT Index Fund - Direct Plan - IDCW	12.0986
Bandhan Nifty IT Index Fund - Regular Plan - Growth	11.9274
Bandhan Nifty IT Index Fund - Regular Plan - IDCW	11.9263
Bandhan Nifty Midcap 150 Index Fund-Direct Plan-Growth	9.9535
Bandhan Nifty Midcap 150 Index Fund-Regular Plan-Growth	9.8772
Bandhan Nifty Next 50 Index Fund - Direct Plan - Growth	12.1812
Bandhan Nifty Next 50 Index Fund - Regular Plan - Growth	12.1191
BANDHAN Nifty Smallcap 250 Index Fund - Direct Plan - Growth	12.4795
BANDHAN Nifty Smallcap 250 Index Fund - Direct Plan - IDCW	12.4795
BANDHAN Nifty Smallcap 250 Index Fund - Regular Plan - Growth	12.3214
BANDHAN Nifty Smallcap 250 Index Fund - Regular Plan - IDCW	12.3218
Bandhan Nifty Total Market Index Fund - Direct Plan - Growth	10.3600
Bandhan Nifty Total Market Index Fund - Regular Plan - Growth	10.2728
BANDHAN NIFTY100 LOW VOLATILITY 30 INDEX FUND - GROWTH - DIRECT PLAN	16.3336
BANDHAN NIFTY100 LOW VOLATILITY 30 INDEX FUND - GROWTH - REGULAR PLAN	15.9748
BANDHAN NIFTY100 LOW VOLATILITY 30 INDEX FUND - IDCW - DIRECT PLAN	16.2602
BANDHAN NIFTY100 LOW VOLATILITY 30 INDEX FUND - IDCW - REGULAR PLAN	15.9744
BANDHAN NIFTY200 MOMENTUM 30 INDEX FUND - GROWTH - DIRECT PLAN	16.2169
BANDHAN NIFTY200 MOMENTUM 30 INDEX FUND - GROWTH - REGULAR PLAN	15.9044
BANDHAN NIFTY200 MOMENTUM 30 INDEX FUND - IDCW - DIRECT PLAN	16.1963
BANDHAN NIFTY200 MOMENTUM 30 INDEX FUND - IDCW - REGULAR PLAN	15.9038
Baroda BNP Paribas Nifty 50 Index Fund - Direct Plan - Growth option	12.0866
Baroda BNP Paribas Nifty 50 Index Fund - Direct Plan - IDCW option	12.0866
Baroda BNP Paribas Nifty 50 Index Fund - Regular Plan - Growth option	12.0034
Baroda BNP Paribas Nifty 50 Index Fund - Regular Plan - IDCW option	12.0034
Baroda BNP Paribas Nifty Midcap 150 Index Fund - Direct Plan - Growth Option	10.5473
Baroda BNP Paribas Nifty Midcap 150 Index Fund - Regular Plan - Growth Option	10.4766
Baroda BNP Paribas Nifty SDL December 2026 Index Fund - Direct Plan - Growth Option	12.2990
Baroda BNP Paribas Nifty SDL December 2026 Index Fund - Direct Plan - IDCW Option	10.0000
Baroda BNP Paribas Nifty SDL December 2026 Index Fund - Regular Plan - Growth Option	12.1979
Baroda BNP Paribas Nifty SDL December 2026 Index Fund - Regular Plan - IDCW Option	12.1981
Baroda BNP Paribas NIFTY SDL December 2028 Index Fund - Direct Plan - Growth Option	12.3947
Baroda BNP Paribas NIFTY SDL December 2028 Index Fund - Direct Plan - IDCW Option	11.6301
Baroda BNP Paribas NIFTY SDL December 2028 Index Fund - Regular Plan - Growth Option	12.2988
Baroda BNP Paribas NIFTY SDL December 2028 Index Fund - Regular Plan - IDCW Option	11.4680
Baroda BNP Paribas Nifty200 Momentum 30 Index Fund - Direct Plan - Growth Option	8.4123
Baroda BNP Paribas Nifty200 Momentum 30 Index Fund - Regular Plan - Growth Option	8.3588
DSP BSE SENSEX Next 30 Index Fund - Direct - Growth	11.5366
DSP BSE SENSEX Next 30 Index Fund - Direct - IDCW	11.5366
DSP BSE SENSEX Next 30 Index Fund - Regular - Growth	11.4849
DSP BSE SENSEX Next 30 Index Fund - Regular - IDCW	11.4849
DSP CRISIL-IBX 50:50 Gilt Plus SDL - April 2033 Index Fund - Direct - Growth	12.6008
DSP CRISIL-IBX 50:50 Gilt Plus SDL - April 2033 Index Fund - Direct - IDCW	12.6008
DSP CRISIL-IBX 50:50 Gilt Plus SDL - April 2033 Index Fund - Regular - Growth	12.5125
DSP CRISIL-IBX 50:50 Gilt Plus SDL - April 2033 Index Fund - Regular - IDCW	12.5125
DSP Nifty 50 Equal Weight Index Fund - Direct Plan - Growth	27.4178
DSP Nifty 50 Equal Weight Index Fund - Direct Plan - IDCW	23.6404
DSP Nifty 50 Equal Weight Index Fund - Regular Plan - Growth	26.3622
DSP Nifty 50 Equal Weight Index Fund - Regular Plan - IDCW	22.7319
DSP Nifty 50 Index Fund - Direct Plan - Growth	25.2521
DSP Nifty 50 Index Fund - Direct Plan - IDCW	21.6072
DSP Nifty 50 Index Fund - Regular Plan - Growth	24.9228
DSP Nifty 50 Index Fund - Regular Plan - IDCW	21.4388
DSP Nifty Bank Index Fund - Direct - Growth	11.857
DSP Nifty Bank Index Fund - Regular - Growth	11.7492
DSP Nifty Healthcare Index Fund - Direct - IDCW	10.5517
DSP Nifty Healthcare Index Fund - Direct- Growth	10.5517
DSP Nifty Healthcare Index Fund - Regular - Growth	10.5244
DSP Nifty Healthcare Index Fund - Regular - IDCW	10.5244
DSP Nifty IT Index Fund - Direct - Growth	9.2812
DSP Nifty IT Index Fund - Direct - IDCW	9.2812
DSP Nifty IT Index Fund - Regular - Growth	9.2571
DSP Nifty IT Index Fund - Regular - IDCW	9.2571
DSP Nifty Midcap 150 Quality 50 Index Fund - Direct - Growth	14.8732
DSP Nifty Midcap 150 Quality 50 Index Fund - Direct - IDCW	14.1292
DSP Nifty Midcap 150 Quality 50 Index Fund - Regular - Growth	14.5652
DSP Nifty Midcap 150 Quality 50 Index Fund - Regular - IDCW	13.8244
DSP Nifty Next 50 Index Fund - Direct Plan - Growth	27.3626
DSP Nifty Next 50 Index Fund - Direct Plan - IDCW	23.6296
DSP Nifty Next 50 Index Fund - Regular Plan - Growth	26.7901
DSP Nifty Next 50 Index Fund - Regular Plan - IDCW	23.0802
DSP Nifty Private Bank Index Fund - Direct - Growth	11.6557
DSP Nifty Private Bank Index Fund - Direct - IDCW	11.6557
DSP Nifty Private Bank Index Fund - Regular - Growth	11.6008
DSP Nifty Private Bank Index Fund - Regular - IDCW	11.6008
DSP Nifty SDL Plus G-Sec Jun 2028 30:70 Index Fund - Direct - Growth	12.7846
DSP Nifty SDL Plus G-Sec Jun 2028 30:70 Index Fund - Direct - IDCW	12.7846
DSP Nifty SDL Plus G-Sec Jun 2028 30:70 Index Fund - Regular - Growth	12.7146
DSP Nifty SDL Plus G-Sec Jun 2028 30:70 Index Fund - Regular - IDCW	12.7146
DSP Nifty SDL Plus G-Sec Sep 2027 50:50 Index Fund - Direct - Growth	12.3837
DSP Nifty SDL Plus G-Sec Sep 2027 50:50 Index Fund - Direct - IDCW	12.3837
DSP Nifty SDL Plus G-Sec Sep 2027 50:50 Index Fund - Regular - Growth	12.3245
DSP Nifty SDL Plus G-Sec Sep 2027 50:50 Index Fund - Regular - IDCW	12.3245
DSP Nifty Smallcap250 Quality 50 Index Fund - Direct - Growth	11.7519
DSP Nifty Smallcap250 Quality 50 Index Fund - Direct - IDCW	11.7519
DSP Nifty Smallcap250 Quality 50 Index Fund - Regular - Growth	11.6028
DSP Nifty Smallcap250 Quality 50 Index Fund - Regular - IDCW	10.973
DSP Nifty Top 10 Equal Weight Index Fund - Direct - Growth	10.1935
DSP Nifty Top 10 Equal Weight Index Fund - Regular - Growth	10.1121
DSP Nifty500 Flexicap Quality 30 Index Fund - Direct - Growth	10.4323
DSP Nifty500 Flexicap Quality 30 Index Fund - Direct - IDCW	10.4323
DSP Nifty500 Flexicap Quality 30 Index Fund - Regular - Growth	10.4209
DSP Nifty500 Flexicap Quality 30 Index Fund - Regular - IDCW	10.4209
Edelweiss BSE Internet Economy Index Fund - Direct Plan - Growth	11.2629
Edelweiss BSE Internet Economy Index Fund - Direct Plan - IDCW	11.2629
Edelweiss BSE Internet Economy Index Fund - Regular Plan - Growth	11.2265
Edelweiss BSE Internet Economy Index Fund - Regular Plan - IDCW	11.2265
Edelweiss CRISIL IBX 50:50 Gilt Plus SDL April 2037 Index Fund - Direct Plan - Growth	13.0023
Edelweiss CRISIL IBX 50:50 Gilt Plus SDL April 2037 Index Fund - Direct Plan - IDCW Option	13.0023
Edelweiss CRISIL IBX 50:50 Gilt Plus SDL April 2037 Index Fund - Regular Plan - Growth	12.8943
Edelweiss CRISIL IBX 50:50 Gilt Plus SDL April 2037 Index Fund - Regular Plan - IDCW Option	12.8946
Edelweiss CRISIL IBX 50:50 Gilt Plus SDL June 2027 Index Fund - Direct Plan - Growth	12.6355
Edelweiss CRISIL IBX 50:50 Gilt Plus SDL June 2027 Index Fund - Direct Plan - IDCW	12.635
Edelweiss CRISIL IBX 50:50 Gilt Plus SDL June 2027 Index Fund - Regular Plan - Growth	12.5421
Edelweiss CRISIL IBX 50:50 Gilt Plus SDL June 2027 Index Fund - Regular Plan - IDCW	12.5426
Edelweiss CRISIL IBX 50:50 Gilt Plus SDL Sep 2028 Index Fund - Direct Plan - Growth	12.7348
Edelweiss CRISIL IBX 50:50 Gilt Plus SDL Sep 2028 Index Fund - Direct Plan - IDCW	12.7351
Edelweiss CRISIL IBX 50:50 Gilt Plus SDL Sep 2028 Index Fund - Regular Plan - Growth	12.6367
Edelweiss CRISIL IBX 50:50 Gilt Plus SDL Sep 2028 Index Fund - Regular Plan - IDCW	12.6367
Edelweiss CRISIL IBX 50:50 Gilt Plus SDL Short Duration Index fund - Direct Plan - Growth	12.3611
Edelweiss CRISIL IBX 50:50 Gilt Plus SDL Short Duration Index fund - Direct Plan - IDCW	12.3614
Edelweiss CRISIL IBX 50:50 Gilt Plus SDL Short Duration Index fund - Regular Plan - Growth	12.2176
Edelweiss CRISIL IBX 50:50 Gilt Plus SDL Short Duration Index fund - Regular Plan - IDCW	12.2185
Edelweiss CRISIL IBX AAA Bond NBFC HFC Jun 2027 Index Fund - Direct Plan - Growth Option	10.6319
Edelweiss CRISIL IBX AAA Bond NBFC HFC Jun 2027 Index Fund - Direct Plan - IDCW Option	10.6319
Edelweiss CRISIL IBX AAA Bond NBFC HFC Jun 2027 Index Fund - Regular Plan - Growth Option	10.6173
Edelweiss CRISIL IBX AAA Bond NBFC HFC Jun 2027 Index Fund - Regular Plan - IDCW Option	10.6173
Edelweiss CRISIL IBX AAA Financial Services - Jan 2028 Index Fund - Direct - Growth	10.828
Edelweiss CRISIL IBX AAA Financial Services - Jan 2028 Index Fund - Direct - IDCW - Payout	10.828
Edelweiss CRISIL IBX AAA Financial Services - Jan 2028 Index Fund - Regular - Growth	10.806
Edelweiss CRISIL IBX AAA Financial Services - Jan 2028 Index Fund - Regular - IDCW - Payout	10.806
Edelweiss CRISIL PSU Plus SDL 50:50 Oct 2025 Index Fund - Direct Plan - IDCW Payout	12.3728
Edelweiss CRISIL PSU Plus SDL 50:50 Oct 2025 Index Fund - Direct Plan Growth	12.3725
Edelweiss CRISIL PSU Plus SDL 50:50 Oct 2025 Index Fund - Regular Plan - IDCW Payout	12.2872
Edelweiss CRISIL PSU Plus SDL 50:50 Oct 2025 Index Fund - Regular Plan Growth	12.2869
Edelweiss MSCI India Domestic & World Healthcare 45 Index Fund - Direct Plan - IDCW Option	20.9677
Edelweiss MSCI India Domestic & World Healthcare 45 Index Fund - Regular Plan - IDCW Option	20.3788
Edelweiss MSCI India Domestic & World Healthcare 45 Index Fund Direct Plan - Growth	20.9677
Edelweiss MSCI India Domestic & World Healthcare 45 index Fund Regular Plan - Growth	20.3788
Edelweiss Nifty 100 Quality 30 Index Fund Direct Plan Growth	15.0481
Edelweiss Nifty 100 Quality 30 Index Fund Direct Plan IDCW	14.8377
Edelweiss Nifty 100 Quality 30 Index Fund Regular Plan Growth	14.6691
Edelweiss Nifty 100 Quality 30 Index Fund Regular Plan IDCW	14.668
Edelweiss Nifty 50 Index Fund Direct Plan Growth	15.1556
Edelweiss Nifty 50 Index Fund Direct Plan IDCW	14.946
Edelweiss Nifty 50 Index Fund Regular Plan Growth	14.6686
Edelweiss Nifty 50 Index Fund Regular Plan IDCW	14.6684
Edelweiss Nifty Alpha Low Volatility 30 Index Fund - Direct Plan - Growth	10.1842
Edelweiss Nifty Alpha Low Volatility 30 Index Fund - Direct Plan - IDCW Payout	10.1842
Edelweiss Nifty Alpha Low Volatility 30 Index Fund - Regular Plan - Growth	10.0746
Edelweiss Nifty Alpha Low Volatility 30 Index Fund - Regular Plan - IDCW Payout	10.0746
Edelweiss NIFTY Large Midcap 250 Index Fund - Direct Plan Growth	17.2862
Edelweiss NIFTY Large Midcap 250 Index Fund - Direct Plan Payout	17.2863
Edelweiss NIFTY Large Midcap 250 Index Fund - Regular Plan Growth	16.8493
Edelweiss NIFTY Large Midcap 250 Index Fund - Regular Plan Payout	16.8486
Edelweiss Nifty Midcap150 Momentum 50 Index Fund - Direct Plan - Growth	18.1664
Edelweiss Nifty Midcap150 Momentum 50 Index Fund - Direct Plan - IDCW	18.1694
Edelweiss Nifty Midcap150 Momentum 50 Index Fund - Regular Plan - Growth	17.794
Edelweiss Nifty Midcap150 Momentum 50 Index Fund - Regular Plan - IDCW	17.7941
Edelweiss Nifty Next 50 Index Fund - Direct Plan - Growth	16.1049
Edelweiss Nifty Next 50 Index Fund - Direct Plan - IDCW	16.1045
Edelweiss Nifty Next 50 Index Fund - Regular Plan - Growth	15.7695
Edelweiss Nifty Next 50 Index Fund - Regular Plan - IDCW	15.7694
Edelweiss NIFTY PSU Bond Plus SDL Apr 2026 50: 50 Index Fund - Regular Plan - IDCW Option	13.208
Edelweiss NIFTY PSU Bond Plus SDL Apr 2026 50:50 Index Fund - Direct Plan - Growth	13.3187
Edelweiss NIFTY PSU Bond Plus SDL Apr 2026 50:50 Index Fund - Direct Plan - IDCW Option	13.3193
Edelweiss NIFTY PSU Bond Plus SDL Apr 2026 50:50 Index Fund - Regular Plan - Growth	13.2068
Edelweiss NIFTY PSU Bond Plus SDL Apr 2027 50:50 Index Fund - Direct Plan - IDCW	12.7507
Edelweiss NIFTY PSU Bond Plus SDL Apr 2027 50:50 Index Fund - Direct Plan Growth	12.7524
Edelweiss NIFTY PSU Bond Plus SDL Apr 2027 50:50 Index Fund - Regular Plan - Growth	12.6539
Edelweiss NIFTY PSU Bond Plus SDL Apr 2027 50:50 Index Fund - Regular Plan - IDCW	12.6545
Edelweiss Nifty Smallcap 250 Index Fund - Direct Plan - Growth	17.8975
Edelweiss Nifty Smallcap 250 Index Fund - Direct Plan - IDCW	17.898
Edelweiss Nifty Smallcap 250 Index Fund - Regular Plan - Growth	17.5454
Edelweiss Nifty Smallcap 250 Index Fund - Regular Plan - IDCW	17.5453
Edelweiss Nifty500 Multicap Momentum Quality 50 Index Fund - Direct - Growth	9.3287
Edelweiss Nifty500 Multicap Momentum Quality 50 Index Fund - Direct - IDCW - Payout	9.3287
Edelweiss Nifty500 Multicap Momentum Quality 50 Index Fund - Regular - Growth	9.2668
Edelweiss Nifty500 Multicap Momentum Quality 50 Index Fund - Regular - IDCW - Payout	9.2668
Franklin India INDEX FUND- NSE Nifty 50 Index Fund - Direct - IDCW	200.6685
Franklin India Index Fund- NSE Nifty 50 Index Fund - Growth	209.6325
Franklin India INDEX FUND- NSE NIFTY 50 INDEX FUND - IDCW	189.9210
Franklin India INDEX FUND- NSE NIFTY 50 INDEX FUND- Direct - Growth	220.4533
Groww Nifty 50 Index Fund Direct Growth	10.2877
Groww Nifty 50 Index Fund Direct IDCW	10.2877
Groww Nifty 50 Index Fund Regular Growth	10.2687
Groww Nifty 50 Index Fund Regular IDCW	10.2687
Groww Nifty India Railways PSU Index Fund - Direct Plan - Growth	9.5523
Groww Nifty India Railways PSU Index Fund - Direct Plan - IDCW	9.5518
Groww Nifty India Railways PSU Index Fund - Regular Plan - Growth	9.514
Groww Nifty India Railways PSU Index Fund - Regular Plan - IDCW	9.5109
Groww Nifty Next 50 Index Fund Direct Growth	10.2345
Groww Nifty Next 50 Index Fund Direct IDCW	10.2345
Groww Nifty Next 50 Index Fund Regular Growth	10.2225
Groww Nifty Next 50 Index Fund Regular IDCW	10.2225
Groww Nifty Non-Cyclical Consumer Index Fund - Direct Plan - IDCW	11.2493
Groww Nifty Non-Cyclical Consumer Index Fund - Direct Plan Growth	11.2494
Groww Nifty Non-Cyclical Consumer Index Fund - IDCW	11.1534
Groww Nifty Non-Cyclical Consumer Index Fund - Regular Plan - Growth	11.1546
Groww Nifty Smallcap 250 Index Fund - Direct Plan - Growth	11.4651
Groww Nifty Smallcap 250 Index Fund - Direct Plan - IDCW	11.4698
Groww Nifty Smallcap 250 Index Fund - Regular Plan - Growth	11.3658
Groww Nifty Smallcap 250 Index Fund - Regular Plan - Regular Plan - IDCW	11.3521
Groww Nifty Total Market Index Fund - Direct Plan - Growth	14.1652
Groww Nifty Total Market Index Fund - Direct Plan - IDCW	14.1648
Groww Nifty Total Market Index Fund - Regular Plan - Growth	13.9625
Groww Nifty Total Market Index Fund - Regular Plan - IDCW	13.9632
HDFC BSE 500 Index Fund - Regular Plan - Growth Option	15.8543
HDFC S&P BSE 500 Index Fund - Growth Option - Direct Plan	16.0924
HDFC BSE Sensex Index Fund - Direct Plan	806.1095
HDFC BSE Sensex Index Fund - Growth Plan	786.7017
HDFC CRISIL-IBX Financial Services 3-6 Months Debt Index Fund - Direct Growth Plan	10.3286
HDFC CRISIL-IBX Financial Services 3-6 Months Debt Index Fund - Regular Growth Plan	10.3193
HDFC Nifty 100 Equal Weight Index Fund - Direct Plan - Growth Option	17.2088
HDFC Nifty 100 Equal Weight Index Fund - Growth Option	16.9106
HDFC NIFTY 100 Index Fund - Direct Plan - Growth Option	15.7693
HDFC NIFTY 100 Index Fund - Growth Option	15.4826
HDFC Nifty 50 Index Fund - Direct Plan	252.2708
HDFC Nifty 50 Index Fund - Growth Plan	246.6717
HDFC Nifty G-Sec Apr 2029 Index Fund - Growth Option	12.4717
HDFC Nifty G-Sec Apr 2029 Index Fund - Growth Option - Direct Plan	12.5254
HDFC Nifty G-Sec Dec 2026 Index Fund - Growth Option	12.3923
HDFC Nifty G-Sec Dec 2026 Index Fund - Growth Option - Direct Plan	12.4488
HDFC Nifty G-Sec July 2031 Index Fund - Growth Option	12.7868
HDFC Nifty G-Sec July 2031 Index Fund - Growth Option - Direct Plan	12.8494
