Scheme Name	Net Asset Value
Motilal Oswal Special Opportunities Fund - Direct - Growth	10.8637
Motilal Oswal Special Opportunities Fund - Direct- IDCW	10.8637
Motilal Oswal Special Opportunities Fund-Regular Plan- IDCW	10.8615
Motilal Oswal Special Opportunities Fund-Regular Plan-Growth	10.8615
Nippon India Active Momentum Fund - Regular Plan- Growth Option	11.9027
Nippon India Active Momentum Fund- Direct Plan IDCW Option	11.9785
Nippon India Active Momentum Fund- Regular Plan- IDCW Option	11.9027
Nippon India Active Momentum Fund-Direct Plan - Growth Option	11.9785
Nippon India Banking & Financial Services Fund - Direct Plan Growth Plan - Bonus Option	711.0599
Nippon India Banking & Financial Services Fund - Direct Plan Growth Plan - Growth Option	711.0599
Nippon India Banking & Financial Services Fund - IDCW Option	74.3888
Nippon India Banking & Financial Services Fund- DIRECT Plan - IDCW Option	111.3354
Nippon India Banking & Financial Services Fund-Growth Plan-Bonus Option	649.2231
Nippon India Banking & Financial Services Fund-Growth Plan-Growth Option	649.2231
NIPPON INDIA CONSUMPTION FUND - DIRECT Plan - IDCW Option	60.9344
Nippon India Consumption Fund - Direct Plan Growth Plan - Bonus	230.5150
Nippon India Consumption Fund - Direct Plan Growth Plan - Growth Option	230.5150
NIPPON INDIA CONSUMPTION FUND - IDCW Option	39.8514
Nippon India Consumption Fund-Growth Plan-Bonus Option	204.4451
Nippon India Consumption Fund-Growth Plan-Growth Option	204.4451
Nippon India Innovation Fund-Direct Plan-Growth Option	15.0086
Nippon India Innovation Fund-Direct Plan-IDCW Option	15.0086
Nippon India Innovation Fund-Regular Plan-Growth Option	14.5852
Nippon India Innovation Fund-Regular Plan-IDCW Option	14.5852
NIPPON INDIA - JAPAN EQUITY FUND - DIRECT Plan - IDCW Option	24.7235
NIPPON INDIA - JAPAN EQUITY FUND - IDCW Option	22.0755
Nippon India Japan Equity Fund- Direct Plan- Growth Plan- Bonus Option	24.7235
Nippon India Japan Equity Fund- Direct Plan- Growth Plan- Growth Option	24.7235
Nippon India Japan Equity Fund- Growth Plan- Bonus Option	22.0755
Nippon India Japan Equity Fund- Growth Plan- Growth Option	22.0755
Nippon India MNC Fund- Direct Plan- Growth Option	10.7438
Nippon India MNC Fund- Direct Plan-IDCW Payout	10.7438
Nippon India MNC Fund- Regular Plan- IDCW Payout	10.7061
Nippon India MNC Fund- Regular Plan-Growth Option	10.7061
NIPPON INDIA PHARMA FUND - DIRECT Plan - IDCW Option	169.4698
Nippon India Pharma Fund - Direct Plan Growth Plan - Bonus Option	573.9228
Nippon India Pharma Fund - Direct Plan Growth Plan - Growth Option	573.9228
NIPPON INDIA PHARMA FUND - IDCW Option	119.8044
Nippon India Pharma Fund-Growth Plan-Bonus Option	514.0168
Nippon India Pharma Fund-Growth Plan-Growth Option	514.0168
NIPPON INDIA POWER & INFRA FUND - DIRECT Plan - IDCW Option	75.4206
Nippon India Power & Infra Fund - Direct Plan Growth Plan - Bonus Option	382.7435
Nippon India Power & Infra Fund - Direct Plan Growth Plan - Growth Option	382.7435
NIPPON INDIA POWER & INFRA FUND - IDCW Option	66.0835
Nippon India Power & Infra Fund-Growth Plan -Growth Option	352.7223
Nippon India Power & Infra Fund-Growth Plan-Bonus Option	352.7223
NIPPON INDIA QUANT FUND - DIRECT Plan - IDCW Option	45.4709
Nippon India Quant Fund - Direct Plan Growth Plan - Bonus Option	79.2654
Nippon India Quant Fund - Direct Plan Growth Plan - Growth Option	79.2654
NIPPON INDIA QUANT FUND - IDCW Option	38.9509
Nippon India Quant Fund -Growth Plan - Growth Option	73.0660
Nippon India Quant Fund -Growth Plan -Bonus Option	73.0660
Nippon India Taiwan Equity Fund- Direct Plan- Growth Option	17.1524
Nippon India Taiwan Equity Fund- Direct Plan- IDCW option	17.1524
Nippon India Taiwan Equity fund- Regular Plan- Growth Option	16.2060
Nippon India Taiwan Equity Fund- Regular Plan- IDCW option	16.2060
NIPPON INDIA - US EQUITY OPPORTUNITIES FUND - Direct Plan - IDCW Option	41.5709
NIPPON INDIA - US EQUITY OPPORTUNITIES FUND - IDCW Option	37.1436
Nippon India US Equity Opportunities Fund- Direct Plan- Growth Plan- Growth Option	41.5709
Nippon India US Equity Opportunities Fund- Growth Plan- Growth Option	37.1436
PGIM India Healthcare Fund - Direct Plan - Growth Option	10.19
PGIM India Healthcare Fund - Direct Plan - IDCW Option	10.19
PGIM India Healthcare Fund - Regular Plan - Growth Option	10.04
PGIM India Healthcare Fund - Regular Plan - IDCW Option	10.04
quant BFSI Fund - Growth Option - Direct Plan	19.4205
quant BFSI Fund - Growth Option - Regular Plan	18.6933
quant BFSI Fund - IDCW Option - Direct Plan	19.4428
quant BFSI Fund - IDCW Option - Regular Plan	18.6919
quant Business Cycle Fund - Growth Option - Direct Plan	16.1691
quant Business Cycle Fund - Growth Option - Regular Plan	15.5722
quant Business Cycle Fund - IDCW Option - Direct Plan	16.158
quant Business Cycle Fund - IDCW Option - Regular Plan	15.5871
quant Commodities Fund - Growth Option - Direct Plan	13.6911
quant Commodities Fund - Growth Option - Regular Plan	13.3135
quant Commodities Fund - IDCW Option - Direct Plan	13.6869
quant Commodities Fund - IDCW Option - Regular Plan	13.3114
quant Consumption Fund - Growth Option - Direct Plan	10.2375
quant Consumption Fund - Growth Option - Regular Plan	9.9608
quant Consumption Fund - IDCW Option - Direct Plan	10.2427
quant Consumption Fund - IDCW Option - Regular Plan	9.9648
quant ESG Integration Strategy Fund - Growth Option - Direct Plan	35.9604
quant ESG Integration Strategy Fund - Growth Option - Regular Plan	33.2948
quant ESG Integration Strategy Fund - IDCW Option - Direct Plan	35.9171
quant ESG Integration Strategy Fund - IDCW Option - Regular Plan	33.133
quant Healthcare Fund - Growth Option - Direct Plan	16.0462
quant Healthcare Fund - Growth Option - Regular Plan	15.4568
quant Healthcare Fund - IDCW Option - Direct Plan	16.0449
quant Healthcare Fund - IDCW Option - Regular Plan	15.4563
quant Infrastructure Fund - Growth Option	38.9846
quant Infrastructure Fund - Growth Option-Direct Plan	42.9279
quant Infrastructure Fund - IDCW Option - Direct Plan	42.894
quant Infrastructure Fund - IDCW Option - Regular Plan	38.8967
quant Manufacturing Fund - Growth Option - Direct Plan	15.5012
quant Manufacturing Fund - Growth Option - Regular Plan	14.9755
quant Manufacturing Fund - IDCW Option - Direct Plan	15.4979
quant Manufacturing Fund - IDCW Option - Regular Plan	15.0898
quant Momentum Fund - Growth Option - Direct Plan	14.4543
quant Momentum Fund - Growth Option - Regular Plan	14.0905
quant Momentum Fund - IDCW Option - Direct Plan	14.4402
quant Momentum Fund - IDCW Option - Regular Plan	14.0458
quant PSU Fund - Growth Option - Direct Plan	10.5238
quant PSU Fund - Growth Option - Regular Plan	10.2732
quant PSU Fund - IDCW Option - Direct Plan	10.5304
quant PSU Fund - IDCW Option - Regular Plan	10.2728
quant Quantamental Fund - Growth Option - Direct Plan	24.7434
quant Quantamental Fund - Growth Option - Regular Plan	23.0765
quant Quantamental Fund - IDCW Option - Direct Plan	24.8802
quant Quantamental Fund - IDCW Option - Regular Plan	23.1032
quant Teck Fund - Growth Option - Direct Plan	12.0352
quant Teck Fund - Growth Option - Regular Plan	11.6324
quant Teck Fund - IDCW Option - Direct Plan	12.0293
quant Teck Fund - IDCW Option - Regular Plan	11.6342
QUANTUM ESG BEST IN CLASS STRATEGY FUND - DIRECT PLAN - GROWTH OPTION	25.83
QUANTUM ESG BEST IN CLASS STRATEGY FUND - REGULAR PLAN - GROWTH OPTION	24.39
Quantum Ethical Fund - Direct Plan Growth Option	10.08
Quantum Ethical Fund - Regular Plan Growth Option	9.96
Samco Active Momentum Fund - Direct Plan - Growth Option	13.90
Samco Active Momentum Fund - Regular Plan - Growth Option	13.45
Samco Special Opportunities Fund - Direct Plan - Growth	9.09
Samco Special Opportunities Fund - Regular Plan - Growth	8.88
SBI Automotive Opportunities Fund - Direct Plan - Growth	11.0300
SBI Automotive Opportunities Fund - Direct Plan - Income Distribution Cum Capital Withdrawal Option	11.0296
SBI Automotive Opportunities Fund - Regular Plan - Growth	10.8540
SBI Automotive Opportunities Fund - Regular Plan - Income Distribution Cum Capital Withdrawal Option	10.8542
SBI BANKING & FINANCIAL SERVICES FUND - DIRECT PLAN - GROWTH	49.6510
SBI Banking & Financial Services Fund - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	44.3803
SBI BANKING & FINANCIAL SERVICES FUND - REGULAR PLAN - GROWTH	44.3463
SBI Banking & Financial Services Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	39.8253
SBI COMMA Fund - DIRECT PLAN - Growth	116.0590
SBI Comma Fund - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	66.0431
SBI COMMA Fund - REGULAR PLAN - Growth	107.1359
SBI Comma Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	60.8115
SBI CONSUMPTION OPPORTUNITIES FUND - DIRECT PLAN - GROWTH	359.5508
SBI Consumption Opportunities Fund - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	253.1202
SBI CONSUMPTION OPPORTUNITIES FUND - REGULAR - GROWTH	314.2649
SBI Consumption Opportunities Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	189.2092
SBI Energy Opportunities Fund - Direct Plan - Growth	10.8244
SBI Energy Opportunities Fund - Direct Plan - Income Distribution Cum Capital Withdrawal Option	10.8242
SBI Energy Opportunities Fund - Regular Plan - Growth	10.6249
SBI Energy Opportunities Fund - Regular Plan - Income Distribution Cum Capital Withdrawal Option	10.6252
SBI Equity Minimum Variance Fund - Direct Plan - Growth	25.3042
SBI Equity Minimum Variance Fund - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	25.3026
SBI Equity Minimum Variance Fund - Regular Plan - Growth	24.7064
SBI Equity Minimum Variance Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	24.7103
SBI ESG Exclusionary Strategy Fund - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	96.5756
SBI ESG Exclusionary Strategy Fund - Direct Plan -Growth	269.0162
SBI ESG Exclusionary Strategy Fund - Regular Plan - Growth	245.1373
SBI ESG Exclusionary Strategy Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	76.6654
SBI Healthcare Opportunities Fund - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	349.3320
SBI HEALTHCARE OPPORTUNITIES FUND - DIRECT PLAN -GROWTH	502.8017
SBI Healthcare Opportunities Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	275.8469
SBI HEALTHCARE OPPORTUNITIES FUND - REGULAR PLAN -GROWTH	437.8891
SBI INFRASTRUCTURE FUND -  DIRECT PLAN - GROWTH	53.2363
SBI INFRASTRUCTURE FUND -  REGULAR PLAN - GROWTH	49.1853
SBI Infrastructure Fund - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	47.1148
SBI Infrastructure Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	43.7543
SBI Innovative Opportunities Fund - Direct Plan - Growth	10.0932
SBI Innovative Opportunities Fund - Direct Plan - Income Distribution Cum Capital Withdrawal Option	10.0932
SBI Innovative Opportunities Fund - Regular Plan - Growth	9.9560
SBI Innovative Opportunities Fund - Regular Plan - Income Distribution Cum Capital Withdrawal Option	9.9564
SBI MNC Fund - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	140.9447
SBI MNC FUND - DIRECT PLAN -GROWTH	394.8419
SBI MNC Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	109.2868
SBI MNC FUND - REGULAR PLAN -GROWTH	357.7402
SBI PSU Fund - DIRECT PLAN - GROWTH	36.4944
SBI PSU Fund - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	36.4411
SBI PSU Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	33.0506
SBI PSU Fund - REGULAR PLAN -Growth	33.0545
SBI Quant Fund- Direct Plan- Growth	9.9239
SBI Quant Fund- Direct Plan- Income Distribution cum Capital Withdrawal Option (IDCW)	9.9237
SBI Quant Fund- Regular Plan- Growth	9.8270
SBI Quant Fund- Regular Plan- Income Distribution Cum Capital Withdrawal Option (IDCW)	9.8270
SBI TECHNOLOGY OPPORTUNITIES FUND - DIRECT PLAN - GROWTH	251.1570
SBI Technology Opportunities Fund - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	178.3881
SBI TECHNOLOGY OPPORTUNITIES FUND - REGULAR PLAN - GROWTH	219.9185
SBI Technology Opportunities Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	132.4320
Shriram Multi Sector Rotation Fund - Direct Plan Growth Option	8.0932
Shriram Multi Sector Rotation Fund - Regular Plan Growth Option	7.9696
Sundaram Business Cycle Fund Direct Plan Growth	11.4576
Sundaram Business Cycle Fund Direct Plan IDCW Payout	11.4576
Sundaram Business Cycle Fund Direct Plan IDCW Reinvestment	11.4576
Sundaram Business Cycle Fund Regular Plan Growth	11.2145
Sundaram Business Cycle Fund Regular Plan IDCW Payout	11.2145
Sundaram Business Cycle Fund Regular Plan IDCW Reinvestment	11.2145
Sundaram Consumption Fund (Formerly Known as Sundaram Rural and Consumption Fund Direct Plan - Growth)	112.1813
Sundaram Consumption Fund (Formerly Known as Sundaram Rural and Consumption Fund Institutional Plan - Income Distribution cum Capital Withdrawal (IDCW)	31.9314
Sundaram Consumption Fund (Formerly Known as Sundaram Rural and Consumption Fund Regular Plan - Income Distribution cum Capital Withdrawal (IDCW)	30.9996
Sundaram Consumption Fund (Formerly Known asSundaram Rural and Consumption Fund Direct Plan - Income Distribution cum Capital Withdrawal (IDCW)	34.6376
Sundaram Consumption Fund(Formerly Known as Sundaram Rural and Consumption Fund Regular Plan - Growth)	102.0912
Sundaram Financial Services Opportunities Fund Direct Plan - Growth	121.5045
Sundaram Financial Services Opportunities Fund Direct Plan - Income Distribution cum Capital Withdrawal (IDCW)	38.2926
Sundaram Financial Services Opportunities Fund Institutional Plan - Growth	104.9194
Sundaram Financial Services Opportunities Fund Institutional Plan - Income Distribution cum Capital Withdrawal (IDCW)	33.8495
Sundaram Financial Services Opportunities Fund Regular Plan - Growth	107.2885
Sundaram Financial Services Opportunities Fund Regular Plan - Income Distribution cum Capital Withdrawal (IDCW)	33.2607
Sundaram Infrastructure Advantage Fund Direct Plan - Growth	103.7258
Sundaram Infrastructure Advantage Fund Direct Plan - Income Distribution cum Capital Withdrawal (IDCW)	59.7224
Sundaram Infrastructure Advantage Fund Regular Plan - Growth	96.9308
Sundaram Infrastructure Advantage Fund Regular Plan - Income Distribution cum Capital Withdrawal (IDCW)	55.5114
Sundaram Multi-Factor Fund - Direct - Growth	10.3748
Sundaram Multi-Factor Fund - Direct - IDCW Payout	10.3748
Sundaram Multi-Factor Fund - Direct - IDCW Reinvestment	10.3748
Sundaram Multi-Factor Fund - Regular - Growth	10.3278
Sundaram Multi-Factor Fund - Regular - IDCW Payout	10.3278
Sundaram Multi-Factor Fund - Regular - IDCW Reinvestment	10.3278
Sundaram Services Fund Direct Plan - Growth	39.1896
Sundaram Services Fund Direct Plan - Payout of Income Distribution cum Capital Withdrawal (IDCW)	26.8978
Sundaram Services Fund Direct Plan - Reinvestment of Income Distribution cum Capital Withdrawal (IDCW)	26.8978
Sundaram Services Fund Regular Plan - Growth	36.0951
Sundaram Services Fund Regular Plan - Payout of Income Distribution cum Capital Withdrawal (IDCW)	24.7468
Sundaram Services Fund Regular Plan - Reinvestment of Income Distribution cum Capital Withdrawal (IDCW)	24.7468
TATA Banking & Financial Services Fund Direct Plan - Payout of Income Distribution cum capital withdrawal option	52.1905
TATA Banking & Financial Services Fund Direct Plan - Reinvestment of Income Distribution cum capital withdrawal option	52.1905
TATA Banking & Financial Services Fund Regular Plan - Payout of Income Distribution cum capital withdrawal option	41.0565
TATA Banking & Financial Services Fund Regular Plan - Reinvestment of Income Distribution cum capital withdrawal option	41.0565
Tata Banking And Financial Services Fund-Direct Plan-Growth	52.1905
Tata Banking And Financial Services Fund-Regular Plan-Growth	44.6384
Tata Business Cycle Fund-Direct Plan-Growth	20.3598
Tata Business Cycle Fund-Direct Plan-IDCW Payout	20.3598
Tata Business Cycle Fund-Direct Plan-IDCW Reinvestment	20.3598
Tata Business Cycle Fund-Regular Plan-Growth	19.0243
Tata Business Cycle Fund-Regular Plan-IDCW Payout	19.0243
Tata Business Cycle Fund-Regular Plan-IDCW Reinvestment	19.0243
TATA Digital India Fund Direct Plan - Payout of Income Distribution cum capital withdrawal option	54.8166
TATA Digital India Fund Direct Plan - Reinvestment of Income Distribution cum capital withdrawal option	54.8166
TATA Digital India Fund Regular Plan - Payout of Income Distribution cum capital withdrawal option	46.8904
TATA Digital India Fund Regular Plan - Reinvestment of Income Distribution cum capital withdrawal option	46.8904
Tata Digital India Fund-Direct Plan-Growth	54.8166
Tata Digital India Fund-Regular Plan-Growth	46.8904
Tata Ethical Fund -Direct Plan- Growth Option	439.4293
Tata Ethical Fund- Direct Plan - Payout of IDCW Option	241.2326
Tata Ethical Fund- Regular Plan - Payout of IDCW Option	156.3394
Tata Ethical Fund-Regular Plan - Growth Option	383.5801
Tata Housing Opportunities Fund - Direct Plan - Growth	16.2833
Tata Housing Opportunities Fund - Direct Plan - IDCW Payout	16.2833
Tata Housing Opportunities Fund - Direct Plan - IDCW Reinvestment	16.2833
Tata Housing Opportunities Fund - Regular Plan - Growth	15.4221
Tata Housing Opportunities Fund - Regular Plan - IDCW Payout	15.4221
Tata Housing Opportunities Fund - Regular Plan - IDCW Reinvestment	15.4221
TATA India Consumer Fund Direct Plan - Payout of Income Distribution cum capital withdrawal option	53.2394
TATA India Consumer Fund Direct Plan - Reinvestment of Income Distribution cum capital withdrawal option	53.2394
TATA India Consumer Fund Regular Plan - Payout of Income Distribution cum capital withdrawal option	42.5201
TATA India Consumer Fund Regular Plan - Reinvestment of Income Distribution cum capital withdrawal option	42.5201
Tata India Consumer Fund-Direct Plan-Growth	53.2394
Tata India Consumer Fund-Regular Plan-Growth	46.1098
